year,odometer,manufacturer_id,fuel_id,transmission_id,type_id,age_car,price
2003,111606,1,0,0,4,22,206615.41407007436
2021,98809,1,1,0,0,4,284569.7739943819
1999,269534,7,3,1,3,26,180480.41054847607
2017,63260,5,0,1,0,8,293889.801594318
2010,235960,3,3,0,2,15,227591.78137113253
2004,27525,6,3,0,2,21,242190.2346779253
2011,254610,3,0,0,0,14,227916.77037017426
2013,186168,7,0,1,1,12,263397.87984298746
2017,178814,3,1,1,5,8,269123.338582557
2018,138442,7,1,1,0,7,291078.89182094636
2007,48370,7,0,1,1,18,259972.12473309514
2001,226829,4,2,0,4,24,197522.10194542422
2013,299632,0,2,0,3,12,220251.46471431808
2008,203948,1,1,0,2,17,223513.10347867824
2002,276715,2,0,1,0,23,184957.4160699827
2009,217687,2,0,0,2,16,220213.73530039273
2008,272875,4,2,0,1,17,217791.9079427306
2021,38115,4,1,0,0,4,311287.32612018124
2013,240299,1,0,1,1,12,243311.20901859773
2015,243915,1,3,1,1,10,241081.5973960145
2005,44982,2,0,1,1,20,234018.48344117706
2017,282282,2,0,1,4,8,251205.52400066526
2003,184287,4,1,0,2,22,209946.4910597624
2022,49155,2,1,1,2,3,309733.67051661736
1998,296094,7,2,0,1,27,176280.19764365023
2018,42302,1,2,1,1,7,276088.5072015423
2021,257175,3,3,1,0,4,277216.74425311194
2012,126896,7,0,0,2,13,267589.23499011254
2018,91086,0,3,0,1,7,278114.96621849807
2009,65435,7,1,0,0,16,258516.09658356154
2011,185876,3,0,0,4,14,240113.1465704811
2022,115822,4,1,1,1,3,297149.5369535777
2010,135447,3,3,0,2,15,240464.51559746105
2018,155017,4,3,1,3,7,268273.4293531308
2005,65944,7,0,1,0,20,234210.87017379404
1998,248409,7,0,1,1,27,188395.5992961546
2007,86857,3,1,0,2,18,237254.10661322912
2002,155295,3,1,0,0,23,201087.73996986003
2008,237535,2,3,1,2,17,204257.74540560873
2014,244803,6,2,0,4,11,253934.0020226143
2002,66432,0,2,0,5,23,210814.86916292243
2013,217253,2,0,0,0,12,236773.38673118735
2005,288184,4,2,1,5,20,192217.5606451247
2002,79558,4,3,0,5,23,215877.08631428768
2000,44722,5,3,0,2,25,206743.5332324686
2017,154131,6,2,1,2,8,284851.14093011204
2018,47661,5,0,0,2,7,294417.1900202005
1998,266197,3,2,0,4,27,167192.1092413631
2018,207783,2,1,0,2,7,258527.59643696158
2005,202249,1,0,0,3,20,208377.20647562924
2002,30899,7,2,1,5,23,234319.5394179141
2018,93652,4,0,1,4,7,278778.1123609854
2016,101991,4,1,1,0,9,283300.5394088967
2001,247452,7,1,1,1,24,200887.814216145
2005,174436,6,3,1,2,20,222625.71751238682
2011,191931,1,3,0,3,14,226692.21308224465
2021,164077,3,1,0,0,4,290475.0418960901
2010,151610,2,3,0,0,15,240774.13314216086
2021,136411,5,3,0,3,4,295570.4971943404
2016,130844,2,0,1,0,9,263203.36594924517
2006,264151,6,0,1,4,19,210642.1606344244
2015,137429,0,3,1,1,10,256600.92486488572
2014,123716,2,0,0,2,11,253643.0460101922
2021,165344,4,3,1,0,4,294300.7497997802
2016,249369,0,1,1,1,9,247247.29377189514
2016,60677,7,0,1,1,9,290234.3560030977
2021,198835,7,2,0,3,4,298277.14396340057
2005,299787,0,1,1,4,20,189308.87066400313
1999,100602,1,0,1,1,26,192182.9985469669
2010,144238,2,3,0,1,15,237412.83197192533
1999,202509,7,0,1,2,26,194630.80116108403
2006,227944,3,3,0,2,19,210416.6181061254
2011,52829,3,1,0,1,14,258327.703161406
2021,283784,4,3,0,2,4,269925.2014288689
2017,100571,0,2,0,4,8,261781.0899310548
2013,67895,1,1,0,3,12,269568.0737613961
2020,286183,1,0,0,2,5,253432.9058935857
1998,178790,0,1,1,5,27,172105.38675735303
2016,28881,7,0,0,2,9,300415.58594415593
2011,153821,2,2,1,5,14,234910.89429323838
2007,285478,7,1,1,1,18,212654.3311295841
2019,138779,0,2,1,0,6,279006.1375722279
2008,169167,1,1,1,2,17,214771.1034728367
2016,122394,1,0,1,5,9,258589.9940156612
2008,26321,0,1,0,4,17,232068.35255159804
2020,161257,1,1,0,0,5,272362.7569668885
2000,198906,0,1,1,1,25,179672.09818099963
2016,218040,1,0,1,5,9,254753.5104904491
2004,54101,1,2,0,0,21,220757.88476843218
1998,215778,6,0,1,2,27,184979.3231879911
2016,78731,4,2,1,1,9,278374.36703300115
1998,259245,6,2,1,1,27,178499.00533963137
2018,291398,2,1,0,3,7,257751.36623043206
2011,293650,7,1,1,3,14,233463.05622210802
1998,288418,5,2,1,1,27,168419.11884889478
2005,66605,7,0,0,0,20,248630.94270182576
2006,92398,1,2,0,3,19,223127.66993233288
2001,186872,7,3,1,4,24,215872.22210070738
1999,137194,6,1,0,1,26,198071.7448206818
2000,182647,2,2,1,2,25,184710.9138271147
2011,223202,1,1,0,3,14,229741.07510237055
2007,131917,0,0,1,4,18,221562.96357311026
2018,87180,0,3,1,3,7,273412.0033703252
2015,186513,6,1,0,5,10,273874.0722999825
2021,63855,7,0,1,1,4,306978.46689952945
2013,293534,2,0,0,3,12,236603.62409223942
2005,32604,5,3,1,0,20,235031.1046651931
2004,88161,4,3,0,1,21,222813.7941106716
2001,140054,4,1,0,1,24,203464.6950462862
2011,269703,0,1,0,5,14,223734.11401846856
2007,281261,6,0,0,3,18,218487.37262067603
2017,191381,5,3,0,3,8,272057.0488677988
2006,182903,3,1,0,1,19,212558.95747572728
2000,143185,7,0,0,1,25,211499.16738353725
2018,286280,4,1,1,3,7,254162.14354931974
2021,256669,5,2,1,5,4,278943.1014884766
2000,104698,6,0,0,2,25,209857.57859910416
2007,257566,7,1,0,5,18,219538.76986690843
2012,106337,3,1,1,5,13,260271.01571364846
2016,298449,6,1,1,2,9,263207.2641203564
2015,23026,4,0,0,0,10,279577.5000783772
1999,154023,0,0,0,3,26,182549.35135722853
2012,127636,3,3,1,4,13,259500.6723588131
2007,101459,1,1,1,0,18,228220.87613076193
2000,187360,4,3,0,1,25,199478.5605803893
2018,24686,2,1,1,3,7,292146.26502269885
2014,147985,3,2,1,3,11,255767.67703976226
2008,246757,7,3,0,1,17,228649.75865353292
2018,132008,4,2,0,2,7,282883.12885866617
2002,120185,7,1,1,2,23,226523.64195189107
2007,60775,7,1,1,0,18,259353.27842669707
2015,293465,0,1,0,3,10,229985.76849328983
2019,167792,2,1,0,3,6,272346.9762622157
2018,51686,6,3,0,5,7,292049.15288511704
2022,220779,3,0,0,3,3,280717.7835898155
2019,44873,3,2,1,2,6,298884.6444997225
2005,154365,6,1,0,4,20,218037.39425600087
2018,212289,6,3,1,2,7,268734.1932066722
2013,179424,0,0,1,3,12,226191.88817351253
2002,120551,1,2,0,0,23,189308.1554716935
2016,117386,6,1,1,4,9,280461.4247219321
1999,71420,1,0,0,4,26,191984.56872955125
1999,187480,2,2,1,2,26,185887.7502344119
1998,70116,6,0,1,4,27,209932.1746240354
2016,189056,2,0,1,5,9,259640.52425257926
2007,154510,3,1,1,3,18,227608.74777667262
2001,172489,4,1,1,5,24,191465.57782478078
2019,78753,3,0,0,5,6,287388.61619609705
2010,275201,2,0,1,0,15,226843.7275176797
2018,34181,6,1,0,4,7,301095.17752004374
2014,245266,4,1,0,3,11,253050.12157802816
1998,157718,0,1,0,0,27,159557.09537523496
2005,196679,2,2,0,5,20,199334.65907809112
2019,20524,6,2,0,4,6,315293.76024686784
2002,137885,7,0,1,1,23,201902.14456595722
2006,262513,7,3,1,2,19,217813.82809482777
2020,68900,5,0,0,4,5,301212.7877036625
2014,75628,1,0,1,3,11,266635.35859756824
2016,70832,0,1,1,1,9,271066.4174179009
2017,231456,7,0,1,2,8,269180.7470507805
2010,177594,6,2,1,4,15,238260.63495073566
1999,52094,7,0,0,4,26,216496.25855446848
2001,285226,1,1,0,5,24,161198.20915646854
2018,232425,3,2,0,2,7,253351.12824358392
2016,193272,2,2,0,1,9,265356.87060159846
2008,196504,0,1,0,2,17,215711.0504174306
1999,93167,4,1,1,3,26,195258.26025479427
2011,148405,0,0,1,2,14,238537.678273103
2003,98004,6,2,0,3,22,219579.14297424766
2019,211507,6,3,1,0,6,277309.5757043384
2014,229190,3,0,0,5,11,249834.89844385095
1998,230237,2,1,0,1,27,166600.15777350255
2017,23414,7,0,1,5,8,299537.08553091896
2005,229185,5,2,1,4,20,202572.6472530985
2001,23791,3,3,0,2,24,217852.37449502433
2005,272850,5,0,1,0,20,201770.6134954381
2007,58530,1,3,1,2,18,238884.91294125322
2013,163712,7,0,1,5,12,269506.7340600024
2021,271592,3,0,0,0,4,261032.7112687083
2020,199108,0,0,0,1,5,270803.94396422413
2022,219828,5,1,1,2,3,284244.3656809742
2015,144509,2,3,0,3,10,261507.31130562068
2018,26114,4,0,1,3,7,296967.47394770227
2022,117050,3,1,0,0,3,302626.56909648614
2000,20431,0,2,1,1,25,202414.4422431721
2007,122089,1,3,0,5,18,217913.0054967568
2015,103295,7,0,0,1,10,276816.6255265005
2014,64036,6,3,0,4,11,277050.6590617507
2020,190440,5,1,0,4,5,285708.36498824955
2016,55212,6,2,1,3,9,293483.58561429847
2010,159047,5,3,1,3,15,232405.3676501327
2005,188606,4,3,1,0,20,219986.76513832324
2004,124464,1,3,0,1,21,204705.04803904388
2006,39170,7,1,1,2,19,247860.84168605678
2002,255726,1,1,1,3,23,177304.84803532955
2022,250040,4,0,0,4,3,273953.05631978886
2004,159706,7,2,0,2,21,218631.00940940977
2012,109727,2,3,0,3,13,251644.40108018872
2016,51592,7,2,1,2,9,293626.0157488164
1998,25709,3,3,1,2,27,207817.12440248588
2000,162301,5,2,0,0,25,199230.73855330504
2020,29966,7,0,0,2,5,304798.503068002
2014,210082,3,3,1,4,11,246915.97526878637
2002,155682,5,3,1,4,23,211909.49117883624
2021,146801,3,2,0,1,4,293811.94464783435
2008,59799,2,3,1,0,17,225953.7004118387
1999,210767,3,3,0,1,26,182670.81932615017
2013,42259,4,0,0,0,12,280689.9454819577
2022,199116,1,3,1,3,3,276183.5889917711
2011,192833,5,0,0,5,14,240170.84620892105
2003,30515,1,0,1,3,22,214115.28228525218
1998,242195,2,3,1,2,27,174432.17458512954
2000,50608,1,3,1,2,25,196369.8015205103
2001,112130,1,1,0,0,24,194012.10571337727
2019,56721,7,1,0,2,6,309449.0561450141
2015,198664,3,0,1,4,10,247167.34649256806
2007,63525,0,0,0,4,18,223551.6923401845
2022,20379,7,0,0,1,3,323899.50089519186
2003,156921,1,0,0,2,22,196034.40754748465
2006,175321,5,3,1,5,19,217574.3811253893
2019,20872,5,0,0,4,6,305098.3437158118
2004,190312,6,2,0,4,21,218091.90389156697
2010,123310,4,2,1,1,15,244376.24041924576
2019,234692,2,2,1,3,6,268473.4115850603
2004,97453,0,3,1,3,21,204667.24799794544
2020,277124,6,1,1,3,5,273162.48189034563
2002,40893,2,1,0,0,23,218413.22479619042
2016,163369,7,1,1,0,9,288098.2508014581
2015,71824,4,0,0,1,10,276737.2218079782
2005,278121,2,2,0,1,20,192912.85177490115
2020,173508,6,0,0,3,5,287719.82218138047
2007,263301,1,2,1,0,18,194484.67707537295
2002,150573,1,0,0,5,23,202491.44319296832
2018,47394,4,3,0,0,7,293542.8109653736
1998,290462,6,0,1,1,27,166421.51318341662
2017,108857,3,2,0,1,8,281008.7372473085
2013,184608,3,2,1,1,12,245397.94055762893
2004,31818,0,1,0,1,21,226810.59044325925
2009,53362,1,0,0,3,16,246772.40888284895
1999,238987,1,2,0,0,26,170727.7761567446
2021,148770,0,0,1,1,4,278689.8014818088
2022,296814,4,1,0,3,3,275171.92291682004
2021,172203,7,1,0,2,4,296594.1108355219
2003,237016,0,3,0,2,22,180940.64325651107
2019,154577,3,0,1,4,6,285328.38994741347
1999,65017,6,2,0,0,26,214868.82189876566
2009,35012,7,2,0,3,16,264362.05430476664
2012,43447,0,2,0,3,13,256456.26292182415
2002,104395,7,3,0,0,23,223292.3401283598
2002,240026,1,0,1,4,23,185599.49052022654
2014,67626,7,0,1,4,11,283992.58858773817
2009,266425,0,1,0,3,16,211384.33821409536
2020,25444,5,2,0,3,5,311950.8593370506
2006,82782,5,3,1,1,19,232868.6933977541
2000,181739,3,2,0,3,25,190149.82381705186
2007,139612,7,2,1,3,18,239400.71851282092
2013,72926,4,2,0,4,12,271670.73838867695
2004,176894,2,0,1,5,21,201485.6797496225
2012,173795,3,0,1,5,13,241335.20550316494
2005,251620,3,2,0,0,20,206487.12836452274
2021,87347,2,1,0,0,4,290947.3660503055
2001,119079,2,0,0,0,24,201066.71231422515
2017,134089,1,0,0,1,8,263320.9826449079
2013,110283,4,1,0,4,12,260261.20288413973
2019,190111,0,1,1,1,6,270374.3770624642
2015,216114,5,1,0,3,10,257004.43375869197
2018,279983,0,1,1,1,7,248563.4553657837
2014,191649,3,3,0,3,11,249123.82035458
2020,164036,4,1,1,0,5,290048.22507389996
2021,97841,3,3,0,5,4,295878.9768191515
2021,195757,7,0,0,2,4,285883.9238387498
2002,160303,2,3,1,3,23,204983.4451426387
2017,159641,6,2,0,3,8,265176.7315890483
2010,23926,4,3,0,4,15,252785.76192131132
2015,42008,4,1,1,3,10,284392.96882690734
2012,141189,7,0,0,0,13,260055.07870058794
2022,237304,1,0,1,0,3,283813.01167316484
2011,147634,2,1,1,2,14,238101.8005577616
2003,99093,1,3,1,4,22,216078.80788454847
2004,74329,3,0,1,1,21,225719.1626275354
2001,89008,1,0,0,2,24,206082.53662690902
2019,255121,1,3,0,0,6,256038.23818392112
2017,24262,2,0,1,4,8,291088.46233593253
2006,50864,0,1,0,3,19,216735.39254433426
2001,278014,7,0,1,0,24,190639.55959709038
2001,111065,5,2,1,3,24,212341.70066780722
2018,67916,4,1,0,5,7,294133.9166248114
2003,271199,1,1,0,3,22,183249.8836069469
2022,207594,0,0,0,3,3,282469.0226479448
2012,187177,3,1,1,3,13,250226.34161468683
2007,162050,6,1,0,2,18,227860.5321562086
2015,173267,5,1,0,0,10,265606.9275031824
2005,211497,6,3,0,2,20,208511.78170634527
2014,111739,2,1,0,5,11,258554.24348772055
2010,171198,5,3,1,4,15,246499.45940224797
2000,191588,0,3,1,0,25,172990.76637764834
2009,224424,0,1,0,2,16,214409.14524006064
2003,190415,1,2,0,1,22,188957.00092619075
2005,226080,0,2,0,0,20,201774.40269213362
2001,289252,7,1,1,5,24,186181.86299111138
2016,278085,5,3,0,1,9,255206.2042481058
1999,294756,6,2,1,2,26,187192.4511188747
2014,221493,3,3,0,3,11,251230.9273973811
2012,179049,0,3,0,3,13,230341.6530337228
2014,197850,6,3,0,2,11,260765.92694388275
2003,298106,6,1,0,3,22,187280.12300594096
2021,60862,6,3,0,4,4,321587.7998647524
2015,236456,6,1,1,2,10,263007.46121738286
2007,150364,0,3,0,5,18,210750.0150751448
2000,79786,3,0,0,1,25,198639.26436828438
2004,83062,3,2,1,3,21,214225.34258824188
2013,29672,4,0,0,5,12,271347.56630768196
2014,276675,4,1,0,3,11,230314.96446586074
2013,150547,0,3,0,1,12,251463.91936526043
2021,61402,4,1,1,3,4,303186.7399299227
2017,69151,6,2,1,5,8,295421.95279869414
2006,170189,2,0,0,3,19,216899.51687313867
2008,108642,7,3,1,2,17,239763.65661548465
2009,207081,5,1,1,4,16,234170.71236630963
2018,257893,2,0,0,5,7,261715.1889752828
2008,272409,3,3,1,3,17,215065.13375373103
2001,236979,6,1,1,5,24,195579.21449929223
2006,79987,3,3,0,2,19,233866.92913701548
2008,206254,0,1,0,0,17,206719.203689775
2012,204524,7,3,0,4,13,250601.16960400308
1999,249687,3,2,0,4,26,173741.29785856834
1998,90172,3,0,1,3,27,196642.59529384668
2007,56928,0,0,1,5,18,232284.80881032423
2000,107582,0,1,1,2,25,181291.28507583129
2018,127275,3,0,0,4,7,280855.41512069415
2002,226882,5,0,1,2,23,193843.59830330737
2005,63135,6,2,0,2,20,240029.72786549694
2004,285931,0,1,1,2,21,172750.06711111718
2019,20584,5,1,0,2,6,311959.77169660095
2008,81358,3,1,1,4,17,242366.3164323574
1998,53483,0,3,1,2,27,192119.72399792497
2019,190970,5,3,1,5,6,292967.33435524674
2015,114245,6,1,1,3,10,270877.5341163353
2014,108514,5,3,0,4,11,278603.9343441567
2016,260615,5,2,1,1,9,260925.10487346537
2020,45295,3,3,0,5,5,306118.81529890874
2017,296407,5,2,1,1,8,257038.63903302833
2015,118633,5,0,0,3,10,271957.73140350194
2020,228876,4,3,0,2,5,275583.0897014067
2011,228716,4,0,1,3,14,241149.393809696
2009,276161,0,0,0,0,16,203451.29315399373
2005,241126,2,0,0,0,20,191102.53091415
2007,180257,6,2,0,4,18,234377.67919211937
2016,57825,2,2,0,2,9,288330.0758807831
2003,191705,5,1,0,1,22,211035.5470042896
2010,231887,6,1,0,5,15,241281.07434160117
2016,118269,2,1,0,3,9,272565.5952667698
2015,106348,5,3,1,3,10,270225.43598561187
2002,49010,2,1,1,5,23,219136.96230910785
2004,137672,2,2,1,5,21,213807.02765665285
2010,30787,1,2,1,2,15,258701.65764596872
2001,227346,5,1,1,0,24,196205.48575031795
2000,30876,2,3,1,1,25,202885.31291209828
2000,298328,6,1,0,5,25,182419.31265752905
2021,86536,6,1,1,4,4,302619.0804182267
2000,30432,0,3,0,4,25,197591.89462007734
2021,215173,0,1,1,3,4,275071.88287877204
2009,174712,2,1,1,1,16,228626.13719944714
2019,244063,5,2,1,1,6,268605.39647466823
1999,95829,3,1,1,1,26,194245.22623356426
2005,20164,7,1,0,0,20,255891.40774487783
2015,276966,5,0,0,4,10,252663.60454899224
2005,262124,7,1,0,1,20,206367.7197203705
2003,122572,2,2,1,5,22,216026.24307603858
2011,263584,7,0,0,4,14,238435.98946969685
2020,132131,1,3,1,3,5,279857.75566860184
2005,25941,4,2,0,5,20,249272.582232449
2022,67613,1,2,1,4,3,294812.6493419648
2016,59825,0,3,0,2,9,267605.9050808246
2003,198873,2,3,1,1,22,197606.8951795663
1998,148147,3,3,1,3,27,179791.2667336079
2000,254159,2,1,1,5,25,173176.8498938732
2002,236736,1,3,1,3,23,175871.18211049694
2006,98550,3,0,0,3,19,236456.36290287226
2015,38009,4,2,0,2,10,282460.38674426265
2001,140472,5,2,1,4,24,211334.87894780465
2001,64914,3,3,0,0,24,203829.0834554679
2014,152931,1,1,0,1,11,257606.13832790975
2009,92558,6,2,1,1,16,246519.99889636246
2015,218025,3,1,0,0,10,250328.7933567211
2000,124252,7,1,0,1,25,197689.0317061288
2016,126008,2,2,1,1,9,261240.7284859792
2020,191192,0,1,1,2,5,274044.7461249369
2011,22367,3,2,0,5,14,269201.72594630986
2012,54896,2,0,0,2,13,259041.638061105
2017,171584,6,1,1,1,8,278608.13107107964
2022,254069,2,2,0,3,3,270199.27677518927
2002,173003,7,1,0,3,23,212854.39256232913
1998,67975,4,0,0,3,27,208675.51761326785
2003,41741,5,2,1,1,22,226475.45611827102
2005,94802,7,0,1,3,20,236391.41703541615
2003,117388,4,0,0,3,22,216511.56711913596
2000,118434,7,1,1,0,25,220147.79122406172
2018,58384,4,2,1,3,7,292292.9285084932
2008,177122,2,0,0,2,17,226715.94993712252
2006,217377,5,3,1,0,19,221092.12628345375
2003,74197,0,1,1,5,22,203642.9332162339
1999,228925,5,2,0,1,26,186257.50754682728
1998,35426,4,1,0,4,27,213003.51311220994
2002,242763,7,1,1,2,23,205803.40472879692
2005,244455,2,1,0,1,20,200032.43035899958
2020,166944,3,2,0,5,5,287775.86619502236
2005,246921,3,1,0,1,20,199196.41219079812
2005,127832,2,0,0,4,20,221913.54209091427
1999,236969,4,1,0,3,26,178929.24578551084
2015,178702,7,3,1,2,10,263835.5598242593
2021,25690,4,0,1,5,4,310424.5983283345
2008,138932,1,2,1,1,17,223174.02503832022
2000,188529,2,1,0,4,25,193915.30311998865
2021,275925,6,0,0,1,4,275649.27773568116
2013,104847,3,0,0,1,12,256423.07217116197
2014,255680,1,2,0,4,11,233951.51207320244
2015,253144,1,2,1,0,10,237656.88438640555
1999,138253,7,0,0,1,26,197317.57197145576
2021,297303,5,2,0,3,4,281391.98709015804
2018,80848,7,1,0,4,7,306123.7712793595
2005,296864,5,3,1,5,20,201573.64545136545
2002,62500,7,3,1,5,23,228559.7580358712
2007,162476,5,3,1,4,18,228874.78233600222
2006,130886,5,1,0,0,19,235808.34694691154
2022,47706,5,1,1,1,3,305558.33804398397
2002,104417,4,1,0,2,23,212556.9193333969
2012,66171,7,3,0,1,13,272560.5431422144
2007,246963,7,0,0,3,18,220403.7074370607
2001,54194,4,1,0,5,24,219027.44845878708
2000,251253,2,2,1,2,25,184755.55435775616
2006,259679,5,2,1,4,19,219553.55859922443
2021,149717,2,2,0,3,4,289819.44705167296
2003,40711,2,1,1,3,22,219715.0193344075
2000,236190,0,1,1,2,25,175857.40006555215
2019,125402,6,0,1,2,6,293899.71007616614
2010,279098,3,3,1,4,15,219518.1555737324
2009,64880,3,2,1,0,16,250583.01114162727
2016,78360,5,0,1,1,9,286356.9060214616
2018,118784,6,2,0,3,7,284361.6825637332
2013,283529,3,3,1,3,12,233227.10215680423
1999,155841,6,3,0,0,26,200739.6845908674
2015,234788,5,2,1,0,10,269350.2121940932
1999,221483,7,1,1,5,26,189023.1612713227
2009,115933,1,3,1,3,16,230071.60478876848
2022,77761,6,0,1,3,3,313664.1282772763
2001,240285,4,1,1,5,24,187730.10869313023
2010,159010,7,1,0,2,15,247931.62390282273
2018,117859,5,0,0,3,7,289080.0141687935
2009,70351,4,1,1,1,16,260537.90467161423
2017,58407,7,3,0,5,8,300544.27656868356
2007,43193,4,3,1,0,18,242775.65499146364
2022,29780,0,3,1,1,3,298833.0269958901
2020,165001,7,1,0,2,5,295140.6174385963
2013,78936,4,3,0,2,12,269159.63439260056
2008,207429,4,0,1,1,17,224830.640550718
1999,71360,7,1,1,1,26,225759.13242168442
2003,235019,7,0,1,3,22,208135.56712920216
2010,96065,1,0,1,3,15,236370.0129727872
2002,49343,6,2,0,5,23,225127.31166859315
2020,28624,4,1,1,4,5,300936.5828716235
2019,51282,7,2,0,1,6,300455.14808333875
1998,162087,5,3,0,1,27,179721.2107466811
2006,77183,4,0,0,1,19,234923.23939382256
2012,261603,0,2,0,2,13,229176.80475079408
2004,142981,6,2,0,3,21,210759.9547211915
2005,274554,3,0,1,1,20,203987.07679258016
2007,223207,2,0,0,0,18,209984.19263248765
2006,253825,1,0,0,3,19,195113.77978089207
2018,207939,5,3,1,2,7,275864.00106122065
2002,255441,3,1,1,5,23,195401.30880585933
2008,264011,4,2,0,2,17,219621.7337086307
1999,65451,2,1,1,4,26,193042.27368790196
2004,264458,6,0,0,1,21,205453.24482445765
2022,299100,5,1,1,0,3,273018.7360078413
2009,28240,0,1,0,3,16,245036.67721600708
2007,171061,5,0,1,0,18,229684.32981179122
2015,155152,7,3,1,5,10,268119.43807639816
2012,97760,0,0,0,4,13,245475.38082407563
2003,133118,7,2,0,1,22,211608.43894456653
2015,234012,3,0,0,4,10,249587.8184983812
2022,199217,0,1,1,3,3,281709.18120496353
2014,278614,5,1,0,1,11,244501.88144292444
2001,185475,5,2,1,2,24,201623.37049791342
2012,53663,1,2,1,1,13,262798.25639936095
2003,43820,2,0,1,5,22,224543.07986709205
2022,69573,5,3,0,3,3,308596.7929268193
2021,132822,3,3,0,5,4,293381.4913365686
2014,150354,5,1,1,5,11,264990.02773292095
1998,222968,1,0,0,5,27,167373.6069161157
2002,52058,1,2,0,5,23,210987.494450077
2018,231132,6,1,0,5,7,279139.8403102481
2006,26549,3,1,1,3,19,232478.83037345903
2003,88061,4,0,0,0,22,220773.51786515358
2009,102582,7,3,1,3,16,257852.52864492853
2007,235490,7,0,1,4,18,224791.26894404498
2003,156736,7,2,1,2,22,220795.93448941637
2012,154188,6,2,1,5,13,259385.83961148147
2003,122928,5,3,1,0,22,214590.6339675015
1999,177053,4,3,1,2,26,188689.05524480008
2005,54867,1,1,1,3,20,222891.81740450356
2018,150534,5,1,0,5,7,288678.17641988327
2005,285607,4,1,0,0,20,199041.88329573523
1999,136730,4,3,0,0,26,195535.0913259242
2011,70479,3,1,1,2,14,253892.0376948507
2011,30356,2,2,0,4,14,266829.20298901305
2005,103788,3,3,0,5,20,220547.00878711586
2014,79183,6,3,0,0,11,273867.7708028222
2019,223627,5,2,1,3,6,271615.0925148616
2000,135469,7,1,1,3,25,207222.55087175814
2011,299019,3,2,0,5,14,216211.88073179638
2019,210031,6,2,0,0,6,278825.84158904216
2016,57591,7,1,1,4,9,296464.8547235122
2016,77155,6,3,1,5,9,289603.71202018985
2005,56668,6,1,1,2,20,241996.28832898816
2007,246684,2,3,0,4,18,213583.5832315089
2003,230489,1,0,1,5,22,196019.9200030489
2000,91330,1,0,1,3,25,200854.19263964618
2010,247725,4,3,0,5,15,219105.88997382962
2015,95351,2,2,1,4,10,260982.6192915788
2010,140722,6,3,0,5,15,239980.02187631812
2022,236775,0,1,0,4,3,267413.5124205457
2003,24212,2,3,0,4,22,221978.46606857676
2022,81873,2,2,0,4,3,297446.1508979844
2000,279324,2,0,1,1,25,178459.57331931478
2009,65725,7,1,0,1,16,253301.7710966382
2008,282515,1,2,0,2,17,203753.99083259565
2018,163422,2,0,1,1,7,266819.1271999079
2016,138208,2,1,1,2,9,266798.8116129863
2018,112881,4,0,1,4,7,280785.4786765881
2013,65623,5,3,0,1,12,268173.2420520856
2007,234290,2,2,0,3,18,213848.87335509228
1999,159714,2,2,0,5,26,190309.00612872394
2003,21635,4,0,1,3,22,223296.79033015308
2016,156465,3,3,0,2,9,265645.0224956411
2002,146101,7,1,1,1,23,216446.964437202
2002,38441,1,1,1,4,23,218716.7484193799
2015,131557,3,1,1,1,10,262517.78003595007
2004,189460,1,3,0,4,21,204709.88229265186
2013,225429,4,3,1,0,12,256478.14333630996
2013,56852,4,3,1,2,12,260385.27242656192
2013,287147,6,3,0,1,12,234907.19650180856
2019,31430,5,1,0,0,6,302919.2625169476
2022,209312,2,1,1,3,3,279637.5156399425
2002,66588,4,1,0,1,23,218781.68748963473
2001,130947,3,2,0,4,24,206744.14695751877
2020,121489,4,2,1,4,5,291587.46461943886
2010,266897,2,3,1,5,15,211412.10775185586
2010,35102,4,3,0,4,15,264852.33129754016
2015,56265,2,0,1,1,10,265989.4102116715
2005,284222,6,0,1,0,20,215726.45692548493
2012,252377,7,0,0,5,13,243886.2431122509
2014,257554,3,2,0,2,11,241317.45221958883
2010,268856,3,1,0,2,15,220936.26155790317
2020,181775,1,3,1,0,5,275389.4971942716
2020,171485,6,2,0,4,5,286918.05844975286
2014,265128,3,1,1,2,11,235785.41891791718
2005,72945,0,2,1,4,20,216617.29093559613
2010,121050,3,0,1,2,15,241123.04872691317
2020,137615,7,2,1,3,5,298564.1897039933
2012,266793,0,1,0,0,13,225748.89444272703
2014,247702,4,1,0,1,11,250463.8506955826
2008,52068,6,0,0,0,17,255027.02301079087
2012,110084,3,0,1,4,13,257308.56142480194
2005,299010,5,0,1,0,20,200396.39393620263
2003,292930,6,1,0,3,22,194457.9832481383
1999,125891,6,0,0,5,26,205365.2125517624
2008,150820,4,3,0,2,17,228111.01025948906
2005,98119,7,2,1,5,20,230871.33410925456
2012,140916,0,0,1,0,13,241791.49943417552
2005,298041,7,1,1,5,20,211980.70874788868
2015,26989,2,1,0,2,10,272335.75301842263
2002,91026,5,0,1,4,23,220422.45305656947
2013,131565,4,2,1,1,12,261599.1870142272
2022,20232,3,3,1,2,3,312534.1368525393
2019,38412,3,2,0,2,6,294184.2330166246
2022,30359,0,1,1,4,3,294830.94408046076
2021,205686,5,1,0,0,4,289644.2085257754
2002,105246,3,2,0,5,23,213590.20010926586
2000,163702,6,2,0,5,25,196480.5420539936
2008,239438,1,0,1,0,17,213955.79270112756
2013,234866,6,1,0,1,12,248062.6531099242
